State,District,Latitude,Longitude,District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,sex_ratio,literacy_rate
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,JHARKHAND,Sahibganj,1150567,589391,561176,483263,287303,195960,72341,37317,35024,308343,153435,154908,490202,295690,194512,322572,167630,660365,109975,206902,43179,130146,628044,398243,83208,198,245,125,38426,2078,95.0,42.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,JHARKHAND,Simdega,599578,300309,299269,343483,191991,151492,44674,22150,22524,424407,211546,212861,288645,159867,128778,155510,133135,310933,158019,90232,8011,32383,201524,15103,306601,51,753,114,73930,1502,100.0,57.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,KARNATAKA,Bagalkot,1889752,950111,939641,1113412,641388,472024,319149,158135,161014,97203,48470,48733,818081,511575,306506,676407,141674,1071671,196199,303243,44797,273842,1634229,219991,3433,443,412,25198,166,5880,99.0,59.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,KARNATAKA,Bangalore Rural,990923,509172,481751,688749,385311,303438,213700,107424,106276,52903,27147,25756,459891,315499,144392,389989,69902,531032,127770,84108,19457,228556,890429,92252,5368,389,272,1045,85,1083,95.0,70.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,KARNATAKA,Belgaum,4779661,2423063,2356598,3052032,1725548,1326484,577418,289096,288322,297198,148673,148525,2105668,1372422,733246,1734501,371167,2673993,711980,649517,60342,683829,4038331,528412,18418,2037,1086,178310,149,12918,97.0,64.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,KARNATAKA,Bellary,2452595,1236954,1215641,1421621,813440,608181,517409,258582,258827,451406,225451,225955,1116880,703258,413622,969388,147492,1335715,258080,406092,22832,429876,2103633,320834,14014,1029,284,8044,54,4703,98.0,58.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,KARNATAKA,Bidar,1703300,870665,832635,1042673,597198,445475,399785,204280,195505,235822,119787,116035,702608,459050,243558,551763,150845,1000692,141302,280091,18095,263120,1289709,335184,35438,1145,30453,680,521,10170,96.0,61.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,CHHATTISGARH,Bijapur,255230,128663,126567,86919,54076,32843,10122,5145,4977,204189,101519,102670,134525,71591,62934,69338,65187,120705,66504,49859,1399,16763,245151,1617,2709,68,1649,15,3793,228,98.0,34.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,KARNATAKA,Bijapur,2177331,1111022,1066309,1248268,730566,517702,442773,226440,216333,39314,19912,19402,927722,580111,347611,760083,167639,1249609,262217,351600,25379,288526,1786830,369588,2433,558,374,8665,499,8384,96.0,57.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,KARNATAKA,Chikmagalur,1137961,566622,571339,818345,438257,380088,253651,125016,128635,44970,21990,22980,565774,357889,207885,480229,85545,572187,155392,126600,8873,274909,1004553,101235,26000,182,109,4710,4,1168,101.0,72.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,KARNATAKA,Chitradurga,1659456,840843,818613,1087392,607188,480204,389117,196819,192298,302554,152939,149615,856587,513311,343276,667479,189108,802869,286245,294337,26235,249770,1520553,128751,3175,322,84,3778,128,2665,97.0,66.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,KARNATAKA,Davanagere,1945497,986400,959097,1308540,720637,587903,392595,198299,194296,233112,117808,115304,875207,585639,289568,705099,170108,1070290,230846,295873,31438,317050,1658465,265805,5420,307,164,6417,1743,7176,97.0,67.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,KARNATAKA,Dharwad,1847023,937206,909817,1301664,711776,589888,177855,89137,88718,87548,44173,43375,784833,543776,241057,690948,93885,1062190,164279,207642,16463,396449,1390020,386834,28747,1486,715,29037,2748,7436,97.0,70.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,KARNATAKA,Gadag,1064570,537147,527423,700177,397178,302999,174196,87745,86451,61654,30975,30679,495722,310412,185310,423451,72271,568848,127441,200310,15485,152486,907750,143665,3432,231,79,5993,74,3346,98.0,66.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,KARNATAKA,Gulbarga,2566326,1301755,1264571,1427368,828359,599009,648782,330091,318691,65259,32830,32429,1087028,680001,407027,844237,242791,1479298,220198,415267,25891,425672,2011014,513125,8344,826,9589,4865,330,18233,97.0,56.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,KARNATAKA,Hassan,1776421,883667,892754,1225256,668836,556420,345031,169961,175070,32329,15986,16343,903580,560452,343128,752387,151193,872841,437034,165910,16126,284510,1630814,120011,15611,289,623,5820,3,3250,101.0,69.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,KARNATAKA,Haveri,1597668,819128,778540,1085443,603793,481650,219976,112212,107764,141380,72109,69271,730066,490731,239335,601951,128115,867602,203055,311263,20217,195531,1281878,297927,2406,419,68,9834,702,4434,95.0,68.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,KARNATAKA,Kodagu,554519,274608,279911,412877,215302,197575,73584,35759,37825,58054,28510,29544,278938,172100,106838,258753,20185,275581,21174,15153,1549,241062,448986,87274,17130,139,126,250,220,394,102.0,74.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,KARNATAKA,Kolar,1536401,776396,760005,1016219,564110,452109,465867,232546,233321,78875,39997,38878,717872,454048,263824,584590,133282,818529,183057,201233,24178,309404,1305431,199873,26722,253,150,2494,92,1386,98.0,66.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,KARNATAKA,Koppal,1389920,699926,689994,809085,468785,340300,258608,129341,129267,164271,82761,81510,654766,387974,266792,508089,146677,735154,163413,273016,18794,199543,1218024,161770,4081,296,85,2898,461,2305,99.0,58.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,KARNATAKA,Mandya,1805769,905085,900684,1149649,638668,510981,265294,131675,133619,22402,11310,11092,871408,575203,296205,714901,156507,934361,388981,216159,17834,248434,1712695,77801,8506,322,299,3607,109,2430,100.0,64.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,KARNATAKA,Mysore,3001127,1511600,1489527,1962180,1063766,898414,536643,269331,267312,334547,166697,167850,1314268,921803,392465,1082108,232160,1686859,349337,311002,28162,625767,2631985,290549,39361,1255,16194,14419,493,6871,99.0,65.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,KARNATAKA,Raichur,1928812,964511,964301,979769,577213,402556,400933,200359,200574,367071,182101,184970,903413,530373,373040,725985,177428,1025399,245299,383526,19095,255493,1634062,272022,10394,538,2265,4156,29,5346,100.0,51.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,KARNATAKA,Shimoga,1752753,877415,875338,1263016,674938,588078,308158,153546,154612,65412,32707,32705,780598,534487,246111,652789,127809,972155,204493,246464,15087,314554,1479424,234664,26521,400,120,9234,367,2023,100.0,72.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,KARNATAKA,Tumkur,2678980,1350594,1328386,1813391,1006024,807367,506901,254535,252366,209559,105265,104294,1354646,837512,517134,1078431,276215,1324334,505910,352286,54523,441927,2413812,245923,9130,477,187,5067,161,4223,98.0,68.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,KARNATAKA,Udupi,1177361,562131,615230,926429,465704,460725,75429,36988,38441,52897,26228,26669,513241,335399,177842,459446,53795,664120,63143,63390,10580,376128,1009179,96740,65838,232,161,4534,155,522,109.0,79.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,KERALA,Alappuzha,2127789,1013142,1114647,1852797,890552,962245,201211,97183,104028,6574,3175,3399,804471,536738,267733,596387,208084,1323318,25237,71706,35865,671663,1460447,224545,435056,268,146,74,311,6942,110.0,87.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,KERALA,Ernakulam,3282388,1619557,1662831,2855676,1425723,1429953,268411,131573,136838,16559,8349,8210,1249343,913249,336094,1061388,187955,2033045,50423,71391,23976,1103553,1509557,514397,1248137,860,614,1176,1083,6564,103.0,87.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,KERALA,Idukki,1108974,552808,556166,923010,471881,451129,145486,72399,73087,55815,27995,27820,516363,331710,184653,415947,100416,592611,100917,145698,6888,262860,541854,82206,481507,100,189,44,384,2690,101.0,83.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,KERALA,Kannur,2523003,1181446,1341557,2138434,1012956,1125478,83350,40260,43090,41371,20141,21230,824116,609377,214739,694209,129907,1698887,36549,82988,12875,691704,1509592,742483,262526,424,1118,193,722,5945,114.0,85.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,KERALA,Kasaragod,1307375,628613,678762,1037492,516476,521016,53283,26385,26898,48857,23950,24907,462998,325095,137903,372700,90298,844377,23732,38774,24496,375996,729987,486913,87454,151,362,130,152,2226,108.0,79.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,KERALA,Kollam,2635375,1246968,1388407,2240273,1074345,1165928,328263,157801,170462,10761,5195,5566,912025,644362,267663,695299,216726,1723350,56693,92193,21511,741628,1697635,508500,421598,208,272,63,619,6480,111.0,85.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,KERALA,Kottayam,1974551,968289,1006262,1749798,861592,888206,153909,75503,78406,21972,10974,10998,735735,530322,205413,604553,131182,1238816,49991,63052,18523,604169,983598,126499,858608,204,358,83,565,4636,104.0,89.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,KERALA,Kozhikode,3086293,1470942,1615351,2615443,1266939,1348504,199191,97279,101912,15228,7429,7799,948981,752333,196648,754187,194794,2137312,26543,64198,13312,844928,1734958,1211131,131516,297,235,601,588,6967,110.0,85.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,KERALA,Malappuram,4112920,1960328,2152592,3311315,1597404,1713911,308266,151557,156709,22990,11272,11718,1062424,898157,164267,852047,210377,3050496,57567,117405,18423,869029,1135259,2888849,81556,205,179,68,579,6225,110.0,81.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,KERALA,Palakkad,2809934,1359478,1450456,2239492,1122600,1116892,403833,197451,206382,48972,24314,24658,1042340,746121,296219,875540,166800,1767594,67805,249949,25035,699551,1875980,812936,114397,220,238,78,400,5685,107.0,80.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,KERALA,Thiruvananthapuram,3301427,1581678,1719749,2785408,1354857,1430551,372977,178589,194388,26759,12624,14135,1231669,864101,367568,921282,310387,2069758,38837,94470,28587,1069775,2194057,452915,630573,404,301,76,1082,22019,109.0,84.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,KERALA,Thrissur,3121200,1480763,1640437,2678548,1282261,1396287,324350,156480,167870,9430,4362,5068,1095727,789511,306216,929506,166221,2025473,41786,73941,27883,952117,1823442,532839,757484,259,278,62,585,6251,111.0,86.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,KERALA,Wayanad,817420,401684,415736,645585,328136,317449,32578,16406,16172,151443,74476,76967,340077,228639,111438,263445,76632,477343,52759,101630,4574,181114,404460,234185,174453,61,312,1797,286,1866,103.0,79.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,MADHYA PRADESH,Anuppur,749237,379114,370123,436595,254120,182475,74385,37841,36544,358543,177977,180566,346471,207401,139070,227040,119431,402766,115448,130376,7051,93596,686524,21473,2132,606,86,1653,35434,1329,98.0,58.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,MADHYA PRADESH,Ashoknagar,845071,443837,401234,469109,290304,178805,175764,92216,83548,82072,42447,39625,315270,231829,83441,241288,73982,529801,116913,122387,10559,65411,778214,40707,635,8009,1352,15094,27,1033,90.0,56.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,MADHYA PRADESH,Balaghat,1701698,842178,859520,1147623,626468,521155,125426,61576,63850,383026,186979,196047,893014,488610,404404,530506,362508,808684,257785,459796,19245,156188,1519384,38542,5295,1050,72162,4778,58064,2423,102.0,67.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,MADHYA PRADESH,Barwani,1385881,699340,686541,549926,313642,236284,87991,44478,43513,962145,482182,479963,653897,365928,287969,525791,128106,731984,287704,267196,7451,91546,1318869,58222,2967,2361,416,2289,263,494,98.0,40.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,MADHYA PRADESH,Betul,1575362,799236,776126,939769,529783,409986,159296,81621,77675,667018,333166,333852,786980,453887,333093,511287,275693,788382,253602,358157,11849,163372,1505745,37590,3271,1078,9651,3759,13048,1220,97.0,60.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,MADHYA PRADESH,Bhind,1703005,926843,776162,1094917,676513,418404,374799,204212,170587,6131,3283,2848,520768,455775,64993,422111,98657,1182237,231185,158266,9838,121479,1595400,66776,973,4047,12215,19950,73,3571,84.0,64.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,MADHYA PRADESH,Bhopal,2371061,1236130,1134931,1660690,920314,740376,357516,185902,171614,69429,35966,33463,867457,644960,222497,706036,161421,1503604,73346,105195,24732,664184,1755861,525434,23432,10789,21688,25950,335,7572,92.0,70.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,MADHYA PRADESH,Burhanpur,757847,388504,369343,408679,233073,175606,64254,33037,31217,230095,116420,113675,328339,211925,116414,274900,53439,429508,67799,156295,8077,96168,552526,180840,1199,1074,19883,1884,99,342,95.0,54.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,MADHYA PRADESH,Chhatarpur,1762375,936121,826254,943033,572010,371023,405313,215258,190055,73597,38081,35516,751797,481518,270279,553862,197935,1010578,302228,238364,26390,184815,1676918,70351,1980,968,250,10409,102,1397,88.0,54.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,MADHYA PRADESH,Chhindwara,2090922,1064468,1026454,1294198,731294,562904,232244,118465,113779,769778,385785,383993,957984,582263,375721,673845,284139,1132938,283111,422668,14585,237620,1923920,100692,4893,2258,24471,7830,25771,1087,96.0,62.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,MADHYA PRADESH,Damoh,1264219,661873,602346,747715,445737,301978,246337,129877,116460,166295,84809,81486,574595,367711,206884,389993,184602,689624,114611,250165,67383,142436,1186420,47966,1681,1096,119,25005,82,1850,91.0,59.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,MADHYA PRADESH,Datia,786754,420157,366597,491445,303815,187630,200270,107132,93138,15061,7870,7191,321160,225662,95498,247229,73931,465594,152903,93744,6839,67674,747693,28483,683,490,7923,453,10,1019,87.0,62.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,MADHYA PRADESH,Dewas,1563715,805359,758356,925369,550716,374653,292007,150260,141747,272701,139174,133527,742676,451501,291175,528526,214150,821039,260222,310606,11816,160032,1376591,174259,2355,2330,382,6497,72,1229,94.0,59.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,MADHYA PRADESH,Dhar,2185793,1112725,1073068,1077338,638479,438859,145436,74291,71145,1222814,614619,608195,1027974,597079,430895,783019,244955,1157819,385522,437437,15830,189185,2051219,116202,2261,1607,328,12199,88,1889,96.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,MADHYA PRADESH,Dindori,704524,351913,352611,378714,222759,155955,39782,20366,19416,455789,225699,230090,389925,203383,186542,250137,139788,314599,150084,190962,7958,40921,605435,6736,4238,260,61,687,84006,3101,100.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,MADHYA PRADESH,Guna,1241519,649362,592157,653980,400537,253443,193115,100646,92469,190819,98206,92613,514897,335454,179443,353671,161226,726622,213949,175615,12079,113254,1172248,49203,1208,3271,529,13474,52,1534,91.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,MADHYA PRADESH,Gwalior,2032036,1090327,941709,1357210,803114,554096,393068,210354,182714,72133,37704,34429,685311,548820,136491,559845,125466,1346725,130586,120348,22592,411785,1835299,141735,4119,24790,4361,18058,217,3457,86.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,MADHYA PRADESH,Harda,570465,294838,275627,352550,203807,148743,92865,48553,44312,159678,81446,78232,230979,156852,74127,163781,67198,339486,68019,101256,6459,55245,527462,38640,683,676,93,1573,55,1283,93.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,MADHYA PRADESH,Hoshangabad,1241350,648725,592625,810644,469199,341445,205007,107237,97770,197300,101041,96259,478082,345435,132647,361648,116434,763268,116440,181967,9982,169693,1175203,52269,4453,3127,1550,3888,107,753,91.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,MADHYA PRADESH,Indore,3276697,1699627,1577070,2309130,1289631,1019499,545239,280184,265055,217679,112687,104992,1268195,939055,329140,1137251,130944,2008502,150907,185528,43584,888176,2728225,415142,18523,25696,11496,71667,720,5228,93.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,MADHYA PRADESH,Jabalpur,2463289,1277278,1186011,1756468,980307,776161,348029,179858,168171,375231,189915,185316,1005624,705970,299654,744287,261337,1457665,106882,283636,69946,545160,2159065,203652,23142,13256,4320,33728,21010,5116,93.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,MADHYA PRADESH,Jhabua,1025048,515023,510025,352081,214582,137499,17427,8770,8657,891818,446359,445459,515121,265489,249632,370641,144480,509927,329175,115649,5132,65165,960925,15733,38423,141,65,8871,388,502,99.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,MADHYA PRADESH,Katni,1292042,662013,630029,790773,460583,330190,155717,79369,76348,317699,159799,157900,543874,348410,195464,316144,227730,748168,112812,223902,31261,175899,1240650,37232,3158,1167,157,5342,2643,1693,95.0,61.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,MADHYA PRADESH,Mandla,1054905,525272,529633,604962,348033,256929,48425,24652,23773,610528,299918,310610,559649,300235,259414,325159,234490,495256,148931,318909,9453,82356,849518,16558,12450,436,297,1789,170533,3324,101.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,MADHYA PRADESH,Mandsaur,1340411,682851,657560,834591,502898,331693,249024,126822,122202,33092,17023,16069,679723,397714,282009,535066,144657,660688,281465,266350,8556,123352,1192588,125548,1120,849,242,19029,77,958,96.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,MADHYA PRADESH,Morena,1965970,1068417,897553,1179685,747652,432033,421519,228548,192971,17030,8947,8083,675993,525329,150664,520970,155023,1289977,304674,148222,16354,206743,1875495,76159,1092,557,3234,6681,92,2660,84.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,MADHYA PRADESH,Neemuch,826067,422653,403414,508834,307889,200945,111162,56400,54762,71441,36738,34703,418682,245708,172974,358500,60182,407385,175602,136330,4020,102730,741288,67324,1508,1110,224,14165,115,333,95.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,MADHYA PRADESH,Panna,1016520,533480,483040,552559,332140,220419,207990,109421,98569,170879,87697,83182,431998,275375,156623,276633,155365,584522,135445,198847,12201,85505,974748,35214,418,186,37,4734,218,965,91.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,MADHYA PRADESH,Raisen,1331597,700358,631239,820220,479093,341127,225891,119226,106665,205006,105627,99379,517838,370366,147472,370241,147597,813759,138725,228151,17316,133646,1195235,120331,1725,2262,253,10637,190,964,90.0,62.0
